torch.Size([1000000, 3])
Total samples in dataset: 1000000, collocation points: 999000, data poinst: 1000, test points: 1000
It: 5600, Loss: 3.981e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.22
It: 5700, Loss: 3.515e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 5800, Loss: 3.839e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 5900, Loss: 4.766e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 6000, Loss: 3.914e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 6100, Loss: 2.331e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 6200, Loss: 2.473e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 6300, Loss: 2.043e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.29
It: 6400, Loss: 3.456e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 6500, Loss: 2.663e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.07
It: 6600, Loss: 2.034e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 6700, Loss: 2.979e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.22
It: 6800, Loss: 2.393e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 6900, Loss: 2.673e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 7000, Loss: 2.614e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.23
It: 7100, Loss: 2.654e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.25
It: 7200, Loss: 2.091e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.08
It: 7300, Loss: 2.608e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 7400, Loss: 4.343e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.07
It: 7500, Loss: 1.448e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 7600, Loss: 1.955e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 7700, Loss: 4.327e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 7800, Loss: 1.920e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 7900, Loss: 7.152e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 8000, Loss: 1.428e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.27
It: 8100, Loss: 2.778e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.25
It: 8200, Loss: 2.803e-03, lamd1: 1.000, lamd2: 0.01000, Time: 12.18
It: 8300, Loss: 2.106e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.73
It: 8400, Loss: 1.787e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.26
It: 8500, Loss: 2.865e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 8600, Loss: 3.229e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 8700, Loss: 2.264e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 8800, Loss: 1.227e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 8900, Loss: 1.593e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.26
It: 9000, Loss: 3.118e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.25
It: 9100, Loss: 3.694e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 9200, Loss: 2.508e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 9300, Loss: 1.584e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 9400, Loss: 1.659e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 9500, Loss: 2.989e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 9600, Loss: 1.078e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.29
It: 9700, Loss: 2.211e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 9800, Loss: 4.326e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.24
It: 9900, Loss: 1.326e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 10000, Loss: 2.239e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 10100, Loss: 7.656e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.27
It: 10200, Loss: 7.507e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.06
It: 10300, Loss: 7.367e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 10400, Loss: 7.393e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 10500, Loss: 7.335e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 10600, Loss: 7.218e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 10700, Loss: 7.056e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.71
It: 10800, Loss: 7.014e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 10900, Loss: 7.051e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.23
It: 11000, Loss: 6.804e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 11100, Loss: 6.890e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 11200, Loss: 6.962e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 11300, Loss: 9.410e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 11400, Loss: 9.578e-04, lamd1: 1.000, lamd2: 0.01000, Time: 11.90
It: 11500, Loss: 1.280e-03, lamd1: 1.000, lamd2: 0.01000, Time: 12.41
It: 11600, Loss: 8.729e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.44
It: 11700, Loss: 7.588e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.39
It: 11800, Loss: 8.982e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.47
It: 11900, Loss: 1.065e-03, lamd1: 1.000, lamd2: 0.01000, Time: 12.51
It: 12000, Loss: 7.571e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.34
It: 12100, Loss: 7.853e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.34
It: 12200, Loss: 8.172e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.47
It: 12300, Loss: 7.192e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.50
It: 12400, Loss: 9.469e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.50
It: 12500, Loss: 6.431e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.50
It: 12600, Loss: 1.603e-03, lamd1: 1.000, lamd2: 0.01000, Time: 12.49
It: 12700, Loss: 1.328e-03, lamd1: 1.000, lamd2: 0.01000, Time: 12.44
It: 12800, Loss: 8.796e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.58
It: 12900, Loss: 8.194e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.49
It: 13000, Loss: 1.809e-03, lamd1: 1.000, lamd2: 0.01000, Time: 12.41
It: 13100, Loss: 7.090e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.31
It: 13200, Loss: 8.859e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.39
It: 13300, Loss: 1.031e-03, lamd1: 1.000, lamd2: 0.01000, Time: 11.89
It: 13400, Loss: 6.199e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.25
It: 13500, Loss: 7.166e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 13600, Loss: 1.013e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 13700, Loss: 9.540e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 13800, Loss: 7.312e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.07
It: 13900, Loss: 7.156e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 14000, Loss: 6.239e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 14100, Loss: 5.787e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 14200, Loss: 6.934e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 14300, Loss: 1.126e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 14400, Loss: 9.817e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.09
It: 14500, Loss: 5.428e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.08
It: 14600, Loss: 7.045e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 14700, Loss: 1.076e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.09
It: 14800, Loss: 6.636e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.09
It: 14900, Loss: 6.664e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.09
It: 15000, Loss: 7.585e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 15100, Loss: 6.183e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 15200, Loss: 1.080e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 15300, Loss: 7.036e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 15400, Loss: 1.028e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 15500, Loss: 6.268e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.23
It: 15600, Loss: 9.090e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 15700, Loss: 6.144e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 15800, Loss: 1.704e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.22
It: 15900, Loss: 8.457e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.05
It: 16000, Loss: 6.286e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 16100, Loss: 7.271e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 16200, Loss: 4.948e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 16300, Loss: 5.580e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 16400, Loss: 7.394e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 16500, Loss: 7.989e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.22
It: 16600, Loss: 5.239e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 16700, Loss: 7.716e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 16800, Loss: 6.887e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 16900, Loss: 6.959e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 17000, Loss: 5.627e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.22
It: 17100, Loss: 6.385e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 17200, Loss: 8.494e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 17300, Loss: 7.703e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 17400, Loss: 4.896e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.31
It: 17500, Loss: 5.142e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.04
It: 17600, Loss: 7.678e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.22
It: 17700, Loss: 8.347e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 17800, Loss: 1.326e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 17900, Loss: 6.377e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 18000, Loss: 5.563e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.05
It: 18100, Loss: 6.515e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.25
It: 18200, Loss: 1.583e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 18300, Loss: 6.071e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 18400, Loss: 8.499e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 18500, Loss: 5.370e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 18600, Loss: 7.056e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 18700, Loss: 5.585e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 18800, Loss: 4.717e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 18900, Loss: 5.567e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 19000, Loss: 5.020e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 19100, Loss: 6.546e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 19200, Loss: 8.811e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 19300, Loss: 1.045e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 19400, Loss: 4.442e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 19500, Loss: 5.893e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 19600, Loss: 4.582e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 19700, Loss: 5.553e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 19800, Loss: 1.132e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 19900, Loss: 1.669e-03, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 20000, Loss: 6.015e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 20100, Loss: 3.737e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.02
It: 20200, Loss: 3.715e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.21
It: 20300, Loss: 3.756e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 20400, Loss: 3.646e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 20500, Loss: 3.640e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 20600, Loss: 3.685e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 20700, Loss: 3.674e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.24
It: 20800, Loss: 3.603e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 20900, Loss: 3.646e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.22
It: 21000, Loss: 3.603e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 21100, Loss: 3.642e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.24
It: 21200, Loss: 3.635e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 21300, Loss: 3.632e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 21400, Loss: 3.843e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 21500, Loss: 5.290e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 21600, Loss: 4.400e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 21700, Loss: 4.271e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.20
It: 21800, Loss: 5.264e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.08
It: 21900, Loss: 3.562e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 22000, Loss: 4.580e-04, lamd1: 1.000, lamd2: 0.01000, Time: 11.22
It: 22100, Loss: 3.686e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.30
It: 22200, Loss: 3.903e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.28
It: 22300, Loss: 4.089e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.23
It: 22400, Loss: 3.716e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.33
It: 22500, Loss: 3.604e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.29
It: 22600, Loss: 5.356e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.28
It: 22700, Loss: 5.332e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.26
It: 22800, Loss: 5.010e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.37
It: 22900, Loss: 5.327e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.38
It: 23000, Loss: 3.613e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.37
It: 23100, Loss: 4.756e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.32
It: 23200, Loss: 3.571e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.32
It: 23300, Loss: 4.189e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.45
It: 23400, Loss: 3.627e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.36
It: 23500, Loss: 4.065e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.27
It: 23600, Loss: 3.820e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.24
It: 23700, Loss: 3.742e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.37
It: 23800, Loss: 3.585e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.25
It: 23900, Loss: 8.012e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.29
It: 24000, Loss: 3.289e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.28
It: 24100, Loss: 3.771e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.27
It: 24200, Loss: 3.735e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.34
It: 24300, Loss: 5.029e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.34
It: 24400, Loss: 3.450e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.35
It: 24500, Loss: 3.394e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.24
It: 24600, Loss: 4.641e-04, lamd1: 1.000, lamd2: 0.01000, Time: 12.29
It: 24700, Loss: 3.645e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 24800, Loss: 4.995e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 24900, Loss: 3.177e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.24
It: 25000, Loss: 3.207e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 25100, Loss: 4.084e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.08
It: 25200, Loss: 3.682e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 25300, Loss: 4.502e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 25400, Loss: 3.269e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 25500, Loss: 3.850e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.08
It: 25600, Loss: 3.943e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 25700, Loss: 3.132e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 25800, Loss: 3.182e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 25900, Loss: 3.132e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 26000, Loss: 3.531e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 26100, Loss: 3.315e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.06
It: 26200, Loss: 4.820e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.03
It: 26300, Loss: 3.792e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.07
It: 26400, Loss: 3.303e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 26500, Loss: 3.371e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 26600, Loss: 3.188e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 26700, Loss: 3.679e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 26800, Loss: 3.301e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 26900, Loss: 3.311e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.08
It: 27000, Loss: 3.598e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 27100, Loss: 3.572e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 27200, Loss: 3.467e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.12
It: 27300, Loss: 3.030e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 27400, Loss: 4.268e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.11
It: 27500, Loss: 3.385e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 27600, Loss: 3.714e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.06
It: 27700, Loss: 4.429e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 27800, Loss: 4.551e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
It: 27900, Loss: 3.086e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.16
It: 28000, Loss: 3.212e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.19
It: 28100, Loss: 3.106e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 28200, Loss: 3.061e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.24
It: 28300, Loss: 3.446e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.07
It: 28400, Loss: 4.834e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.07
It: 28500, Loss: 2.840e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 28600, Loss: 3.097e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.14
It: 28700, Loss: 4.180e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.09
It: 28800, Loss: 2.942e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 28900, Loss: 6.312e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.17
It: 29000, Loss: 3.487e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.05
It: 29100, Loss: 2.822e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.15
It: 29200, Loss: 2.734e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.10
It: 29300, Loss: 3.269e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.13
It: 29400, Loss: 4.006e-04, lamd1: 1.000, lamd2: 0.01000, Time: 10.18
